transaction_id,user_id,amount,merchant,category,time_of_day,device_type,location,is_fraud
2242,1680,122.41,M020,jewelry,11,mobile,US,0
2243,1780,26.68,M011,grocery,6,desktop,UK,0
2244,1362,31.42,M017,clothing,4,mobile,UK,0
2245,1556,106.35,M003,electronics,3,desktop,CA,0
2246,1344,49.44,M016,electronics,16,desktop,UK,0
2247,1692,21.64,M005,travel,5,desktop,CA,0
2248,1169,131.56,M002,jewelry,13,mobile,UK,0
2249,1355,16.74,M007,jewelry,8,mobile,US,0
2250,1190,193.55,M010,luxury,3,tablet,US,0
2251,1666,72.29,M005,food,10,mobile,CA,0
2252,1421,11.17,M015,luxury,19,mobile,CA,0
2253,1699,118.44,M012,travel,20,mobile,CA,0
2254,1006,73.22,M010,clothing,15,desktop,US,0
2255,1132,35.39,M017,electronics,15,tablet,US,0
2256,1746,54.91,M020,grocery,15,mobile,UK,0
2257,1556,35.43,M020,food,5,tablet,UK,0
2258,1825,30.52,M011,clothing,14,desktop,CA,0
2259,1760,17.87,M008,travel,2,tablet,US,0
2260,1030,45.06,M015,jewelry,8,tablet,UK,0
2261,1534,28.9,M002,travel,0,tablet,US,0
2262,1425,115.02,M017,clothing,10,tablet,US,0
2263,1393,115.16,M006,travel,21,tablet,CA,0
2264,1671,69.68,M013,jewelry,5,desktop,US,0
2265,1362,150.48,M008,clothing,23,mobile,CA,0
2266,1436,184.1,M011,grocery,4,tablet,UK,0
2267,1669,86.69,M015,luxury,17,desktop,US,0
2268,1550,96.48,M013,food,20,desktop,CA,0
2269,1926,33.25,M018,travel,11,mobile,US,0
2270,1081,225.25,M018,jewelry,6,desktop,US,0
2271,1355,2.45,M017,grocery,1,mobile,UK,0
2272,1257,42.86,M013,electronics,6,tablet,CA,0
2273,1717,127.94,M003,grocery,8,desktop,US,0
2274,1588,8.35,M007,grocery,23,desktop,US,0
2275,1988,20.23,M012,grocery,19,desktop,UK,0
2276,1523,88.99,M004,jewelry,7,tablet,US,0
2277,1294,82.1,M011,electronics,8,mobile,CA,0
2278,1961,134.3,M014,food,9,mobile,CA,0
2279,1223,167.46,M018,grocery,11,desktop,CA,0
2280,1524,13.76,M007,jewelry,1,desktop,US,0
2281,1045,1.86,M005,jewelry,9,tablet,US,0
2282,1666,117.0,M016,food,2,tablet,CA,0
2283,1112,35.87,M011,luxury,0,mobile,US,0
2284,1232,98.35,M003,clothing,16,desktop,UK,0
2285,1016,16.32,M016,electronics,21,desktop,CA,0
2286,1359,63.31,M011,electronics,0,desktop,UK,0
2287,1222,70.2,M010,travel,4,desktop,UK,0
2288,1865,87.97,M002,grocery,13,tablet,US,0
2289,1699,71.98,M016,clothing,5,tablet,US,0
2290,1447,68.46,M017,luxury,8,mobile,CA,0
2291,1855,40.46,M010,electronics,21,desktop,US,0
2292,1364,7.38,M018,luxury,13,tablet,UK,0
2293,1674,9.38,M012,travel,3,desktop,US,0
2294,1325,56.88,M008,grocery,0,mobile,CA,0
2295,1466,43.97,M003,clothing,5,desktop,US,0
2296,1413,72.59,M020,jewelry,6,tablet,UK,0
2297,1454,36.36,M003,grocery,20,tablet,UK,0
2298,1585,116.45,M006,clothing,5,mobile,CA,0
2299,1232,199.48,M002,food,23,mobile,CA,0
2300,1223,35.51,M003,electronics,0,desktop,US,0
2301,1993,21.44,M017,luxury,7,desktop,US,0
2302,1830,12.35,M009,grocery,11,tablet,CA,0
2303,1411,95.78,M004,travel,10,tablet,UK,0
2304,1571,58.67,M002,jewelry,1,tablet,US,0
2305,1334,20.83,M009,travel,1,mobile,CA,0
2306,1221,105.88,M014,luxury,23,mobile,CA,0
2307,1036,16.07,M011,grocery,1,mobile,UK,0
2308,1988,80.81,M002,electronics,7,desktop,CA,0
2309,1277,74.9,M002,electronics,20,mobile,US,0
2310,1195,132.51,M005,clothing,23,desktop,US,0
2311,1915,5.67,M007,travel,6,desktop,CA,0
2312,1863,218.81,M004,travel,15,desktop,CA,0
2313,1483,121.4,M014,jewelry,23,mobile,UK,0
2314,1241,24.35,M002,luxury,21,tablet,UK,0
2315,1323,20.26,M012,clothing,8,mobile,CA,0
2316,1730,56.5,M010,jewelry,15,mobile,US,0
2317,1191,170.14,M001,grocery,1,mobile,UK,0
2318,1016,185.12,M019,grocery,2,desktop,CA,0
2319,1523,73.49,M016,travel,1,tablet,UK,0
2320,1917,197.19,M015,luxury,21,mobile,UK,0
2321,1400,0.55,M014,clothing,18,mobile,UK,0
2322,1905,3.58,M009,luxury,16,desktop,UK,0
2323,1885,242.84,M015,food,19,mobile,UK,0
2324,1704,149.31,M007,electronics,20,mobile,UK,0
2325,1021,59.91,M004,luxury,11,desktop,US,0
2326,1473,140.08,M018,clothing,10,mobile,UK,0
2327,1119,311.54,M008,luxury,19,tablet,CA,0
2328,1209,147.88,M012,clothing,21,desktop,CA,0
2329,1305,184.75,M015,grocery,18,tablet,UK,0
2330,1269,142.96,M015,electronics,5,mobile,UK,0
2331,1703,18.42,M017,luxury,9,desktop,CA,0
2332,1686,179.32,M002,luxury,13,desktop,UK,0
2333,1284,21.7,M012,luxury,0,mobile,CA,1
2334,1715,223.13,M003,clothing,14,tablet,CA,0
2335,1675,61.37,M007,luxury,5,mobile,US,0
2336,1762,113.0,M006,grocery,12,desktop,US,0
2337,1226,68.76,M014,grocery,23,desktop,CA,0
2338,1947,9.87,M005,travel,13,desktop,UK,0
2339,1380,34.35,M004,travel,12,mobile,CA,0
2340,1459,411.85,M015,clothing,23,mobile,CA,0
2341,1006,323.69,M007,clothing,15,mobile,UK,0
2342,1028,38.64,M003,grocery,0,tablet,US,0
2343,1906,559.86,M013,travel,13,tablet,CA,0
2344,1032,186.79,M010,luxury,12,tablet,US,1
2345,1645,94.41,M002,luxury,22,desktop,UK,0
2346,1878,4.1,M012,clothing,9,tablet,US,0
2347,1078,231.72,M012,electronics,9,desktop,UK,0
2348,1927,81.52,M019,grocery,3,tablet,UK,0
2349,1946,202.86,M019,grocery,13,tablet,US,0
2350,1458,179.84,M003,clothing,11,desktop,CA,0
2351,1569,178.98,M006,clothing,21,mobile,CA,0
2352,1982,119.79,M002,clothing,5,tablet,UK,0
2353,1537,34.45,M013,luxury,14,desktop,US,0
2354,1481,40.97,M009,luxury,4,mobile,US,0
2355,1429,36.88,M013,electronics,9,mobile,US,0
2356,1737,2.02,M014,grocery,8,mobile,US,0
2357,1284,87.36,M019,food,9,desktop,UK,0
2358,1515,120.01,M011,electronics,23,tablet,US,0
2359,1976,192.32,M014,electronics,11,tablet,US,0
2360,1098,15.1,M016,luxury,21,tablet,CA,0
2361,1396,78.57,M010,travel,3,mobile,UK,0
2362,1488,0.8,M020,grocery,3,tablet,US,0
2363,1038,9.99,M016,luxury,12,desktop,US,0
2364,1270,5.57,M002,food,13,tablet,UK,0
2365,1886,129.27,M016,grocery,11,tablet,UK,0
2366,1796,8.45,M014,electronics,12,tablet,CA,0
2367,1156,126.04,M018,clothing,19,tablet,UK,0
2368,1074,28.72,M006,grocery,12,desktop,US,0
2369,1883,210.14,M007,grocery,22,tablet,CA,0
2370,1799,167.74,M013,clothing,21,mobile,US,0
2371,1129,316.61,M002,food,1,tablet,UK,0
2372,1686,215.21,M015,food,20,mobile,UK,0
2373,1973,270.8,M017,grocery,18,mobile,UK,0
2374,1083,195.72,M013,luxury,8,mobile,CA,0
2375,1021,118.22,M007,clothing,9,desktop,US,0
2376,1458,18.66,M001,travel,16,mobile,US,0
2377,1538,31.71,M003,grocery,9,mobile,CA,0
2378,1706,23.92,M020,clothing,19,tablet,UK,0
2379,1848,92.53,M018,electronics,12,desktop,US,0
2380,1381,70.04,M007,travel,19,desktop,UK,0
2381,1747,201.8,M017,clothing,0,desktop,UK,0
2382,1439,305.07,M012,luxury,1,mobile,US,0
2383,1603,51.9,M016,grocery,16,mobile,UK,0
2384,1988,70.59,M010,jewelry,12,mobile,US,0
2385,1020,355.84,M016,food,16,tablet,US,0
2386,1302,32.33,M020,grocery,12,mobile,CA,0
2387,1975,157.21,M018,clothing,16,desktop,US,0
2388,1868,25.52,M015,travel,18,tablet,CA,0
2389,1954,114.4,M011,travel,13,tablet,UK,0
2390,1083,29.25,M018,clothing,19,desktop,CA,0
2391,1773,215.19,M006,food,9,mobile,UK,0
2392,1658,82.43,M001,grocery,1,tablet,CA,0
2393,1952,20.57,M007,travel,13,desktop,UK,0
2394,1452,25.41,M012,travel,16,mobile,US,0
2395,1386,68.09,M020,jewelry,4,tablet,CA,0
2396,1506,325.98,M004,electronics,21,tablet,US,0
2397,1256,146.81,M010,jewelry,17,tablet,US,0
2398,1569,67.0,M002,electronics,2,tablet,UK,0
2399,1891,41.21,M009,travel,15,tablet,UK,0
2400,1933,79.69,M010,electronics,18,mobile,UK,0
2401,1526,137.98,M020,grocery,17,desktop,UK,0
2402,1161,153.21,M011,travel,19,tablet,CA,0
2403,1956,39.25,M014,travel,4,desktop,US,0
2404,1162,127.71,M003,electronics,7,desktop,UK,0
2405,1831,107.23,M001,clothing,5,desktop,US,0
2406,1792,319.69,M007,electronics,14,mobile,CA,0
2407,1791,267.5,M004,electronics,2,desktop,UK,0
2408,1523,155.77,M007,food,8,desktop,CA,0
2409,1785,128.52,M016,food,10,desktop,CA,0
2410,1270,32.03,M010,grocery,19,tablet,US,0
2411,1491,187.06,M015,grocery,23,tablet,US,0
2412,1207,55.78,M016,clothing,22,desktop,CA,0
2413,1538,31.78,M006,food,13,mobile,CA,0
2414,1583,48.48,M004,jewelry,22,tablet,UK,0
2415,1059,180.75,M004,grocery,8,tablet,US,0
2416,1429,16.09,M004,grocery,9,desktop,CA,0
2417,1984,60.91,M017,food,14,desktop,CA,0
2418,1656,67.8,M013,food,17,mobile,US,0
2419,1604,3.73,M002,clothing,20,tablet,CA,0
2420,1308,21.78,M020,food,18,desktop,UK,0
2421,1519,175.3,M006,luxury,6,tablet,CA,0
2422,1590,177.65,M001,electronics,18,desktop,CA,0
2423,1026,34.59,M008,travel,4,desktop,US,0
2424,1685,207.86,M018,jewelry,20,mobile,US,0
2425,1561,147.75,M004,travel,17,tablet,UK,0
2426,1198,54.11,M005,electronics,0,tablet,CA,0
2427,1386,137.99,M005,luxury,11,desktop,UK,0
2428,1348,325.28,M015,luxury,5,mobile,CA,0
2429,1959,61.43,M010,electronics,12,mobile,CA,0
2430,1939,27.24,M008,travel,16,mobile,US,0
2431,1692,284.42,M007,electronics,8,tablet,UK,0
2432,1535,92.57,M012,grocery,20,desktop,CA,0
2433,1827,11.12,M011,luxury,0,desktop,CA,0
2434,1377,85.02,M013,travel,11,mobile,US,0
2435,1898,69.43,M015,electronics,23,mobile,US,0
2436,1915,193.51,M017,grocery,0,mobile,US,0
2437,1557,75.65,M018,food,3,tablet,UK,0
2438,1526,29.47,M008,luxury,6,desktop,UK,0
2439,1152,112.59,M006,jewelry,19,mobile,CA,0
2440,1733,78.21,M011,jewelry,4,mobile,UK,0
2441,1205,26.53,M009,electronics,22,desktop,US,0
2442,1454,85.24,M005,jewelry,19,tablet,US,0
2443,1272,172.34,M007,grocery,4,tablet,UK,0
2444,1893,2.9,M015,food,6,tablet,CA,0
2445,1235,99.66,M004,electronics,16,desktop,CA,0
2446,1851,43.01,M019,clothing,11,tablet,CA,0
2447,1739,34.63,M013,travel,14,mobile,CA,0
2448,1520,49.85,M001,luxury,2,tablet,US,0
2449,1677,41.86,M001,jewelry,16,desktop,UK,0
2450,1943,178.52,M014,jewelry,13,tablet,US,0
2451,1955,32.13,M009,electronics,14,desktop,CA,0
2452,1830,132.11,M012,travel,14,desktop,CA,0
2453,1725,9.88,M018,travel,14,tablet,US,0
2454,1500,302.41,M009,jewelry,18,mobile,CA,0
2455,1116,97.37,M008,jewelry,10,desktop,US,0
2456,1385,122.66,M014,clothing,17,tablet,US,0
2457,1343,35.39,M009,travel,20,desktop,US,0
2458,1583,53.12,M020,grocery,9,tablet,US,0
2459,1394,25.33,M002,luxury,20,mobile,CA,0
2460,1063,269.62,M001,electronics,8,desktop,CA,0
2461,1716,66.96,M013,electronics,23,mobile,CA,0
2462,1720,99.55,M010,clothing,2,mobile,UK,0
2463,1071,132.53,M008,luxury,0,mobile,US,0
2464,1788,46.38,M007,clothing,20,mobile,UK,0
2465,1273,127.33,M012,grocery,10,mobile,US,0
2466,1989,112.7,M017,food,15,tablet,US,0
2467,1319,122.3,M012,electronics,2,mobile,CA,0
2468,1337,67.18,M016,travel,20,tablet,US,0
2469,1365,48.28,M010,luxury,8,mobile,UK,0
2470,1494,25.11,M012,jewelry,10,mobile,CA,0
2471,1606,174.08,M011,luxury,16,desktop,CA,0
2472,1165,93.74,M014,grocery,0,tablet,US,0
2473,1543,58.76,M020,electronics,8,mobile,CA,0
2474,1010,288.23,M013,travel,2,mobile,UK,0
2475,1300,4.9,M002,grocery,9,mobile,US,0
2476,1728,189.83,M020,food,4,tablet,UK,0
2477,1800,602.51,M007,travel,10,tablet,CA,0
2478,1101,217.99,M001,electronics,4,tablet,UK,0
2479,1424,166.3,M003,luxury,11,desktop,UK,0
2480,1391,46.89,M020,jewelry,13,desktop,CA,0
2481,1778,26.31,M012,travel,11,mobile,US,0
2482,1213,132.75,M005,electronics,18,tablet,US,0
2483,1690,36.32,M012,grocery,8,tablet,CA,0
2484,1087,19.36,M003,food,6,desktop,US,0
2485,1552,154.42,M020,travel,15,mobile,UK,0
2486,1400,37.48,M005,grocery,6,tablet,CA,0
2487,1587,245.86,M001,grocery,13,tablet,CA,0
2488,1888,183.65,M016,clothing,7,mobile,US,0
2489,1045,188.15,M009,grocery,20,desktop,US,0
2490,1671,147.65,M010,luxury,17,desktop,CA,0
2491,1462,212.76,M010,travel,2,tablet,CA,0
2492,1591,163.86,M013,food,1,mobile,CA,0
2493,1309,92.26,M016,jewelry,4,mobile,CA,0
2494,1085,35.07,M020,clothing,7,mobile,UK,0
2495,1091,219.11,M004,grocery,18,tablet,UK,0
2496,1659,183.64,M014,travel,21,desktop,CA,0
2497,1672,64.03,M017,luxury,8,desktop,CA,0
2498,1713,3.99,M005,luxury,1,desktop,CA,0
2499,1935,101.76,M013,luxury,14,desktop,UK,0
2500,1927,5.19,M003,electronics,7,desktop,US,0
2501,1241,260.75,M005,clothing,9,tablet,UK,0
2502,1864,326.05,M016,food,6,tablet,CA,0
2503,1001,21.01,M019,electronics,18,desktop,CA,0
2504,1224,112.82,M019,food,0,desktop,CA,0
2505,1800,9.68,M017,electronics,21,tablet,CA,0
2506,1744,130.75,M018,jewelry,1,desktop,UK,0
2507,1972,42.66,M018,food,2,desktop,US,0
2508,1925,114.27,M008,electronics,13,desktop,CA,0
2509,1928,46.66,M018,luxury,14,mobile,CA,0
2510,1588,15.73,M009,food,20,desktop,CA,0
2511,1115,52.11,M019,clothing,13,mobile,US,0
2512,1665,11.95,M010,food,7,desktop,UK,0
2513,1917,86.01,M002,travel,17,desktop,US,0
2514,1102,4.18,M017,food,21,tablet,UK,0
2515,1193,74.93,M013,electronics,16,tablet,CA,0
2516,1165,217.48,M011,food,6,tablet,US,0
2517,1870,181.94,M016,jewelry,19,mobile,US,0
2518,1089,214.37,M020,grocery,0,mobile,CA,0
2519,1685,255.17,M007,clothing,8,desktop,US,0
2520,1121,11.04,M003,travel,8,mobile,CA,0
2521,1142,13.78,M016,luxury,10,tablet,CA,0
2522,1993,81.42,M019,electronics,18,mobile,UK,0
2523,1105,224.41,M020,luxury,5,desktop,UK,0
2524,1886,366.32,M016,luxury,6,mobile,CA,0
2525,1427,4.74,M002,food,14,tablet,CA,0
2526,1304,43.97,M014,food,19,desktop,US,0
2527,1871,23.94,M020,food,5,mobile,CA,0
2528,1970,141.04,M010,clothing,8,desktop,CA,0
2529,1316,102.22,M019,travel,14,desktop,US,0
2530,1962,12.77,M011,grocery,21,mobile,CA,0
2531,1634,66.07,M018,jewelry,22,desktop,CA,0
2532,1901,115.66,M011,travel,5,mobile,UK,0
2533,1008,150.96,M009,jewelry,6,tablet,CA,0
2534,1773,2.03,M019,luxury,16,tablet,CA,0
2535,1072,221.16,M020,travel,5,mobile,US,0
2536,1358,84.23,M010,electronics,8,mobile,UK,0
2537,1222,167.08,M003,grocery,2,desktop,UK,0
2538,1415,164.99,M003,grocery,13,mobile,CA,0
2539,1552,21.05,M008,clothing,5,desktop,UK,1
2540,1369,11.67,M006,travel,3,tablet,UK,0
2541,1715,127.76,M020,food,15,mobile,UK,0
2542,1263,17.01,M001,grocery,22,tablet,US,0
2543,1839,189.67,M020,travel,15,mobile,US,0
2544,1689,129.53,M006,food,22,tablet,UK,0
2545,1859,184.41,M002,clothing,8,mobile,UK,0
2546,1317,35.53,M019,luxury,3,mobile,CA,0
2547,1083,38.07,M007,luxury,7,desktop,UK,0
2548,1317,111.24,M011,travel,23,desktop,US,0
2549,1110,3.2,M011,travel,7,mobile,CA,0
2550,1250,129.64,M004,electronics,23,desktop,US,0
2551,1382,180.66,M020,travel,5,mobile,US,0
2552,1006,53.64,M016,electronics,7,mobile,US,0
2553,1458,144.77,M005,food,5,tablet,US,0
2554,1083,19.19,M007,luxury,13,desktop,US,0
2555,1207,38.9,M016,food,13,desktop,CA,0
2556,1899,366.15,M015,luxury,17,tablet,US,0
2557,1389,429.24,M005,luxury,12,mobile,UK,0
2558,1313,71.87,M001,grocery,14,desktop,CA,0
2559,1021,272.22,M020,clothing,2,mobile,UK,0
2560,1409,73.97,M009,electronics,5,desktop,CA,0
2561,1894,34.47,M005,luxury,22,desktop,UK,0
2562,1514,31.05,M006,grocery,19,mobile,US,0
2563,1126,265.22,M003,jewelry,16,mobile,UK,0
2564,1808,18.93,M006,grocery,19,desktop,US,1
2565,1699,86.66,M008,food,15,tablet,CA,0
2566,1873,81.09,M006,jewelry,5,tablet,US,0
2567,1013,134.56,M016,grocery,7,tablet,UK,0
2568,1970,69.16,M016,travel,12,tablet,US,0
2569,1977,31.78,M003,clothing,12,tablet,US,0
2570,1011,18.56,M017,electronics,19,mobile,CA,0
2571,1086,96.97,M006,travel,16,desktop,US,0
2572,1523,126.94,M006,jewelry,20,tablet,CA,0
2573,1908,84.29,M019,luxury,22,desktop,UK,0
2574,1536,134.08,M020,clothing,21,mobile,CA,0
2575,1300,15.26,M015,luxury,2,desktop,UK,0
2576,1242,214.11,M019,grocery,12,mobile,UK,0
2577,1121,87.32,M002,travel,6,desktop,US,0
2578,1146,13.56,M008,food,19,desktop,CA,0
2579,1566,61.98,M007,food,4,mobile,UK,0
2580,1749,186.3,M008,clothing,10,desktop,US,0
2581,1355,227.85,M013,food,22,mobile,US,0
2582,1684,30.74,M015,electronics,17,desktop,UK,0
2583,1903,124.22,M012,luxury,3,desktop,US,0
2584,1732,10.53,M015,clothing,19,tablet,CA,0
2585,1630,3.41,M014,clothing,21,desktop,UK,0
2586,1308,82.19,M007,food,6,tablet,UK,0
2587,1694,118.69,M017,clothing,3,tablet,US,0
2588,1287,158.86,M005,grocery,9,mobile,UK,0
2589,1306,41.58,M020,jewelry,0,mobile,UK,0
2590,1811,0.65,M010,travel,16,desktop,UK,0
2591,1593,65.3,M019,jewelry,4,mobile,CA,0
2592,1965,1.6,M018,luxury,16,tablet,CA,0
2593,1913,9.65,M010,travel,2,desktop,CA,0
2594,1722,39.55,M002,food,8,mobile,CA,0
2595,1661,57.48,M006,electronics,2,mobile,US,0
2596,1548,32.78,M003,electronics,2,mobile,UK,0
2597,1351,87.2,M019,food,8,tablet,CA,0
2598,1311,5.69,M005,luxury,4,mobile,US,0
2599,1872,15.62,M007,food,23,desktop,CA,0
2600,1058,118.83,M007,clothing,9,desktop,US,0
2601,1642,15.33,M010,electronics,14,desktop,CA,0
2602,1923,102.1,M001,jewelry,11,tablet,CA,0
2603,1713,5.62,M011,food,5,mobile,UK,0
2604,1754,52.32,M007,luxury,6,desktop,CA,0
2605,1034,19.53,M006,luxury,6,mobile,CA,0
2606,1444,11.61,M006,jewelry,22,mobile,US,0
2607,1092,83.71,M013,travel,3,desktop,UK,0
2608,1949,263.58,M016,jewelry,12,tablet,UK,0
2609,1958,5.63,M013,luxury,14,desktop,US,0
2610,1206,54.74,M002,electronics,17,desktop,CA,0
2611,1352,122.94,M019,travel,17,tablet,US,0
2612,1902,62.12,M019,jewelry,6,mobile,CA,0
2613,1331,164.25,M019,clothing,9,mobile,CA,0
2614,1816,19.8,M018,clothing,15,tablet,UK,0
2615,1861,320.88,M006,electronics,22,desktop,CA,0
2616,1724,48.64,M002,clothing,22,tablet,UK,0
2617,1158,41.79,M019,food,7,desktop,UK,0
2618,1953,207.63,M006,travel,18,tablet,US,0
2619,1956,82.98,M020,electronics,10,mobile,CA,0
2620,1023,72.66,M015,travel,20,tablet,US,0
2621,1403,129.82,M006,luxury,5,tablet,US,0
2622,1804,86.71,M003,jewelry,23,desktop,US,0
2623,1515,17.74,M011,food,23,desktop,US,0
2624,1731,112.15,M008,electronics,9,desktop,UK,0
2625,1363,14.33,M018,jewelry,18,tablet,UK,0
2626,1381,163.92,M017,jewelry,13,tablet,UK,0
2627,1531,457.92,M019,jewelry,19,desktop,UK,0
2628,1955,47.38,M019,jewelry,5,mobile,CA,0
2629,1151,58.83,M017,jewelry,3,desktop,UK,0
2630,1561,4.75,M004,electronics,19,tablet,CA,0
2631,1688,1.38,M007,clothing,14,tablet,US,0
2632,1946,254.36,M005,jewelry,4,desktop,CA,0
2633,1607,13.77,M016,luxury,15,desktop,UK,0
2634,1616,59.02,M006,luxury,6,tablet,UK,0
2635,1419,168.93,M014,food,1,tablet,UK,0
2636,1249,220.11,M020,electronics,12,mobile,US,0
2637,1116,73.27,M002,grocery,1,desktop,US,0
2638,1865,83.25,M018,clothing,8,desktop,UK,1
2639,1511,110.77,M018,food,19,mobile,US,0
2640,1739,325.4,M013,luxury,4,tablet,CA,0
2641,1577,92.3,M018,jewelry,2,tablet,CA,0
2642,1334,81.98,M017,electronics,1,mobile,CA,0
2643,1417,1.46,M013,electronics,13,desktop,CA,0
2644,1931,8.44,M012,jewelry,7,tablet,UK,0
2645,1773,86.08,M003,luxury,19,mobile,UK,1
2646,1294,275.26,M007,food,11,mobile,CA,0
2647,1937,201.51,M001,electronics,16,mobile,CA,0
2648,1754,405.01,M005,travel,15,tablet,UK,0
2649,1370,75.04,M001,luxury,5,tablet,US,0
2650,1185,155.08,M004,luxury,5,mobile,CA,0
2651,1245,183.51,M001,clothing,17,mobile,US,0
2652,1636,104.42,M013,food,1,tablet,UK,0
2653,1267,41.36,M014,luxury,7,tablet,CA,0
2654,1642,63.48,M015,jewelry,22,tablet,CA,0
2655,1236,195.13,M017,luxury,13,tablet,US,0
2656,1529,35.46,M012,food,1,tablet,US,0
2657,1551,257.36,M007,travel,16,mobile,US,0
2658,1020,26.11,M019,luxury,23,tablet,US,0
2659,1910,138.44,M003,food,15,tablet,CA,0
2660,1736,99.58,M018,luxury,17,mobile,UK,0
2661,1866,138.47,M004,grocery,20,mobile,US,0
2662,1793,57.51,M003,jewelry,5,desktop,US,0
2663,1519,269.77,M012,clothing,16,tablet,UK,0
2664,1099,100.1,M012,jewelry,17,desktop,CA,0
2665,1751,34.01,M017,grocery,13,desktop,UK,0
2666,1477,101.74,M006,jewelry,9,mobile,UK,0
2667,1598,33.8,M015,jewelry,3,mobile,US,0
2668,1297,34.76,M002,clothing,17,desktop,UK,0
2669,1939,51.02,M008,grocery,10,desktop,UK,0
2670,1525,191.35,M014,jewelry,21,desktop,CA,0
2671,1333,69.37,M005,travel,15,desktop,US,0
2672,1001,113.6,M003,luxury,3,tablet,US,0
2673,1374,49.75,M010,jewelry,18,desktop,US,0
2674,1292,30.6,M007,electronics,5,mobile,CA,0
2675,1836,309.31,M011,jewelry,7,desktop,CA,0
2676,1933,92.53,M015,clothing,17,desktop,CA,0
2677,1552,271.74,M002,electronics,18,mobile,CA,0
2678,1317,22.74,M005,travel,17,desktop,US,0
2679,1501,15.89,M011,luxury,15,mobile,US,0
2680,1827,193.67,M008,travel,6,tablet,UK,0
2681,1380,114.23,M013,travel,16,tablet,CA,0
2682,1622,20.65,M011,grocery,2,mobile,UK,0
2683,1013,31.38,M017,travel,21,tablet,CA,0
2684,1503,161.28,M015,food,14,tablet,UK,0
2685,1230,60.49,M001,clothing,3,tablet,US,0
2686,1984,111.03,M019,grocery,15,mobile,US,0
2687,1083,38.32,M016,electronics,13,desktop,CA,0
2688,1129,48.0,M019,food,16,tablet,US,0
2689,1742,467.91,M013,grocery,8,desktop,CA,0
2690,1837,28.45,M004,clothing,6,desktop,UK,0
2691,1144,70.61,M011,electronics,13,tablet,CA,0
2692,1890,186.05,M018,clothing,22,tablet,UK,0
2693,1856,27.34,M018,clothing,11,desktop,UK,0
2694,1027,53.65,M010,electronics,16,tablet,CA,0
2695,1065,95.47,M017,travel,8,mobile,US,0
2696,1162,65.62,M013,jewelry,11,mobile,UK,0
2697,1228,61.53,M014,clothing,11,tablet,US,0
2698,1260,45.02,M007,travel,7,desktop,UK,0
2699,1448,88.35,M010,luxury,9,tablet,UK,0
2700,1423,97.92,M003,electronics,11,mobile,UK,0
2701,1459,105.93,M002,clothing,4,desktop,UK,0
2702,1951,7.3,M019,jewelry,19,tablet,CA,0
2703,1675,99.71,M007,luxury,0,mobile,UK,0
2704,1300,306.27,M005,electronics,8,desktop,US,0
2705,1918,77.87,M003,grocery,14,mobile,US,0
2706,1302,125.62,M002,grocery,23,tablet,CA,0
2707,1286,81.36,M006,travel,1,tablet,UK,0
2708,1394,192.92,M014,grocery,3,mobile,CA,0
2709,1009,265.33,M007,food,3,mobile,US,0
2710,1706,20.36,M002,clothing,22,mobile,UK,0
2711,1629,57.42,M011,clothing,2,mobile,US,1
2712,1269,49.82,M003,electronics,15,mobile,CA,0
2713,1591,51.96,M009,food,7,desktop,CA,0
2714,1969,13.41,M008,clothing,6,tablet,US,0
2715,1604,167.99,M011,electronics,11,desktop,UK,0
2716,1777,3.64,M018,jewelry,11,mobile,UK,0
2717,1843,75.13,M001,clothing,3,desktop,US,0
2718,1861,108.43,M015,travel,14,tablet,US,0
2719,1360,23.25,M004,clothing,5,mobile,UK,0
2720,1256,236.29,M004,jewelry,2,mobile,US,0
2721,1132,182.36,M010,jewelry,6,tablet,CA,0
2722,1275,63.69,M011,clothing,21,desktop,UK,0
2723,1775,52.96,M018,jewelry,23,tablet,UK,0
2724,1682,26.99,M015,electronics,20,tablet,CA,0
2725,1971,130.93,M003,clothing,5,desktop,US,0
2726,1512,14.13,M007,clothing,0,desktop,UK,0
2727,1312,114.02,M007,grocery,7,mobile,UK,0
2728,1575,184.81,M017,travel,0,mobile,UK,0
2729,1885,25.94,M020,clothing,15,mobile,US,0
2730,1979,201.31,M016,luxury,2,tablet,UK,0
2731,1283,3.39,M016,grocery,1,desktop,US,0
2732,1120,243.94,M008,jewelry,5,desktop,CA,0
2733,1106,12.6,M003,travel,7,mobile,US,0
2734,1932,103.78,M020,travel,23,tablet,US,0
2735,1686,28.78,M015,jewelry,6,tablet,CA,0
2736,1996,181.13,M001,electronics,6,desktop,US,0
2737,1203,71.81,M010,grocery,23,desktop,CA,0
2738,1164,14.53,M002,clothing,20,desktop,UK,0
2739,1304,84.63,M007,grocery,18,desktop,CA,0
2740,1496,52.41,M014,jewelry,17,tablet,CA,0
2741,1631,108.31,M016,jewelry,2,mobile,UK,0
2742,1555,213.63,M015,luxury,10,desktop,UK,0
2743,1823,52.66,M007,electronics,10,desktop,US,0
2744,1155,34.23,M013,travel,2,desktop,US,0
2745,1366,1.46,M010,travel,22,tablet,US,0
2746,1718,85.53,M009,jewelry,0,mobile,UK,0
2747,1901,51.46,M009,grocery,22,tablet,UK,0
2748,1619,46.94,M006,travel,21,mobile,UK,0
2749,1250,20.2,M012,luxury,9,tablet,US,0
2750,1956,56.22,M020,luxury,1,desktop,UK,0
